unid+sku	UNID RESULTADO	SKU FINAL
BA FP VR-40.12.0004	BA FP VR	40.12.0004
BA FP VR-40.12.0014	BA FP VR	40.12.0014
BA FP VR-40.12.0020	BA FP VR	40.12.0020
BA FP VR-40.12.0021	BA FP VR	40.12.0021
BA FP VR-40.13.0002	BA FP VR	40.13.0002
BA FP VR-40.13.0011	BA FP VR	40.13.0011
BA FP VR-40.13.0013	BA FP VR	40.13.0013
BA FP VR-40.13.0016	BA FP VR	40.13.0016
BA FP VR-40.13.0026	BA FP VR	40.13.0026
BA FP VR-40.13.0028	BA FP VR	40.13.0028
BA FP VR-40.16.0014	BA FP VR	40.16.0014
BA FP VR-40.16.0015	BA FP VR	40.16.0015
BA FP VR-40.18.0006	BA FP VR	40.18.0006
BA FP VR-40.18.0007	BA FP VR	40.18.0007
BA FP VR-40.20.0001	BA FP VR	40.20.0001
BA FP VR-40.20.0005	BA FP VR	40.20.0005
BA FP VR-40.20.0007	BA FP VR	40.20.0007
BA FP VR-40.21.0002	BA FP VR	40.21.0002
BA FP VR-40.22.0001	BA FP VR	40.22.0001
BA FP VR-40.23.0000	BA FP VR	40.23.0000
BA FP VR-40.23.0001	BA FP VR	40.23.0001
BA FP VR-40.23.0002	BA FP VR	40.23.0002
BA FP VR-40.30.0008	BA FP VR	40.30.0008
BA FP VR-40.30.0016	BA FP VR	40.30.0016
BA FP VR-40.30.0027	BA FP VR	40.30.0027
BA FP VR-40.30.0028	BA FP VR	40.30.0028
BA FP VR-40.31.0001	BA FP VR	40.31.0001
BA FP VR-40.31.0003	BA FP VR	40.31.0003
BA FP VR-40.31.1001	BA FP VR	40.31.1001
BA FP VR-50.10.0006	BA FP VR	50.10.0006
BA FP VR-50.10.0011	BA FP VR	50.10.0011
BA FP VR-50.10.0013	BA FP VR	50.10.0013
BA FP VR-50.1000003022	BA FP VR	50.1000003022
BA FP VR-Outros	BA FP VR	Outros
BA FP-40.05.0001	BA FP	40.05.0001
BA FP-40.05.0026	BA FP	40.05.0026
BA FP-40.05.0031	BA FP	40.05.0031
BA FP-40.05.0037	BA FP	40.05.0037
BA FP-40.05.0050	BA FP	40.05.0050
BA FP-40.05.0150	BA FP	40.05.0150
BA FP-40.05.1001	BA FP	40.05.1001
BA FP-40.05.1100	BA FP	40.05.1100
BA FP-40.05.1101	BA FP	40.05.1101
BA FP-40.05.1106	BA FP	40.05.1106
BA FP-40.05.2100	BA FP	40.05.2100
BA FP-40.06.0008	BA FP	40.06.0008
BA FP-40.06.0019	BA FP	40.06.0019
BA FP-40.06.0020	BA FP	40.06.0020
BA FP-40.06.0021	BA FP	40.06.0021
BA FP-40.06.0022	BA FP	40.06.0022
BA FP-40.06.0023	BA FP	40.06.0023
BA FP-40.06.0071	BA FP	40.06.0071
BA FP-40.06.0072	BA FP	40.06.0072
BA FP-40.06.0073	BA FP	40.06.0073
BA FP-40.06.0074	BA FP	40.06.0074
BA FP-40.06.0082	BA FP	40.06.0082
BA FP-40.06.0089	BA FP	40.06.0089
BA FP-40.06.0095	BA FP	40.06.0095
BA FP-40.06.1001	BA FP	40.06.1001
BA FP-40.07.0003	BA FP	40.07.0003
BA FP-40.07.0006	BA FP	40.07.0006
BA FP-40.07.0007	BA FP	40.07.0007
BA FP-40.08.0001	BA FP	40.08.0001
BA FP-40.08.0003	BA FP	40.08.0003
BA FP-40.08.0011	BA FP	40.08.0011
BA FP-40.09.0002	BA FP	40.09.0002
BA FP-40.10.0002	BA FP	40.10.0002
BA FP-40.10.1000	BA FP	40.10.1000
BA FP-40.10.2000	BA FP	40.10.2000
BA FP-40.12.0003	BA FP	40.12.0003
BA FP-40.12.0004	BA FP	40.12.0004
BA FP-40.12.0020	BA FP	40.12.0020
BA FP-40.12.0021	BA FP	40.12.0021
BA FP-40.13.0002	BA FP	40.13.0002
BA FP-40.13.0013	BA FP	40.13.0013
BA FP-40.13.0016	BA FP	40.13.0016
BA FP-40.13.0028	BA FP	40.13.0028
BA FP-40.18.0006	BA FP	40.18.0006
BA FP-40.18.0007	BA FP	40.18.0007
BA FP-40.20.0005	BA FP	40.20.0005
BA FP-40.20.0007	BA FP	40.20.0007
BA FP-40.21.0002	BA FP	40.21.0002
BA FP-40.22.0001	BA FP	40.22.0001
BA FP-40.30.0008	BA FP	40.30.0008
BA FP-40.30.0016	BA FP	40.30.0016
BA FP-40.30.0027	BA FP	40.30.0027
BA FP-40.30.0028	BA FP	40.30.0028
BA FP-50.10.0006	BA FP	50.10.0006
BA FP-50.10.0013	BA FP	50.10.0013
BA FP-Outros	BA FP	Outros
BA FR-40.03.1410	BA FR	40.03.1410
BA FR-40.03.1713	BA FR	40.03.1713
BA FR-40.03.1810	BA FR	40.03.1810
BA FR-40.03.1870	BA FR	40.03.1870
BA FR-40.05.0001	BA FR	40.05.0001
BA FR-40.05.0018	BA FR	40.05.0018
BA FR-40.05.0025	BA FR	40.05.0025
BA FR-40.05.0026	BA FR	40.05.0026
BA FR-40.05.0031	BA FR	40.05.0031
BA FR-40.05.0035	BA FR	40.05.0035
BA FR-40.05.0037	BA FR	40.05.0037
BA FR-40.05.0041	BA FR	40.05.0041
BA FR-40.05.0050	BA FR	40.05.0050
BA FR-40.05.0061	BA FR	40.05.0061
BA FR-40.05.0143	BA FR	40.05.0143
BA FR-40.05.0150	BA FR	40.05.0150
BA FR-40.05.1001	BA FR	40.05.1001
BA FR-40.05.1100	BA FR	40.05.1100
BA FR-40.05.1101	BA FR	40.05.1101
BA FR-40.05.1102	BA FR	40.05.1102
BA FR-40.05.1104	BA FR	40.05.1104
BA FR-40.05.1105	BA FR	40.05.1105
BA FR-40.05.1106	BA FR	40.05.1106
BA FR-40.05.1400	BA FR	40.05.1400
BA FR-40.05.1600	BA FR	40.05.1600
BA FR-40.05.2000	BA FR	40.05.2000
BA FR-40.05.2100	BA FR	40.05.2100
BA FR-40.05.2101	BA FR	40.05.2101
BA FR-40.05.2102	BA FR	40.05.2102
BA FR-40.05.2103	BA FR	40.05.2103
BA FR-40.05.5001	BA FR	40.05.5001
BA FR-40.06.0008	BA FR	40.06.0008
BA FR-40.06.0019	BA FR	40.06.0019
BA FR-40.06.0020	BA FR	40.06.0020
BA FR-40.06.0021	BA FR	40.06.0021
BA FR-40.06.0022	BA FR	40.06.0022
BA FR-40.06.0023	BA FR	40.06.0023
BA FR-40.06.0051	BA FR	40.06.0051
BA FR-40.06.0052	BA FR	40.06.0052
BA FR-40.06.0053	BA FR	40.06.0053
BA FR-40.06.0055	BA FR	40.06.0055
BA FR-40.06.0071	BA FR	40.06.0071
BA FR-40.06.0072	BA FR	40.06.0072
BA FR-40.06.0073	BA FR	40.06.0073
BA FR-40.06.0074	BA FR	40.06.0074
BA FR-40.06.0082	BA FR	40.06.0082
BA FR-40.06.0089	BA FR	40.06.0089
BA FR-40.06.0095	BA FR	40.06.0095
BA FR-40.06.0096	BA FR	40.06.0096
BA FR-40.06.1001	BA FR	40.06.1001
BA FR-40.06.1002	BA FR	40.06.1002
BA FR-40.06.1003	BA FR	40.06.1003
BA FR-40.07.0003	BA FR	40.07.0003
BA FR-40.07.0006	BA FR	40.07.0006
BA FR-40.07.0007	BA FR	40.07.0007
BA FR-40.07.0024	BA FR	40.07.0024
BA FR-40.07.0025	BA FR	40.07.0025
BA FR-40.07.0029	BA FR	40.07.0029
BA FR-40.08.0001	BA FR	40.08.0001
BA FR-40.08.0003	BA FR	40.08.0003
BA FR-40.08.0011	BA FR	40.08.0011
BA FR-40.08.0012	BA FR	40.08.0012
BA FR-40.09.0001	BA FR	40.09.0001
BA FR-40.09.0002	BA FR	40.09.0002
BA FR-40.10.0002	BA FR	40.10.0002
BA FR-40.10.1000	BA FR	40.10.1000
BA FR-40.10.2000	BA FR	40.10.2000
BA FR-40.12.0003	BA FR	40.12.0003
BA FR-40.12.0004	BA FR	40.12.0004
BA FR-40.12.0014	BA FR	40.12.0014
BA FR-40.12.0020	BA FR	40.12.0020
BA FR-40.12.0021	BA FR	40.12.0021
BA FR-40.13.0002	BA FR	40.13.0002
BA FR-40.13.0011	BA FR	40.13.0011
BA FR-40.13.0013	BA FR	40.13.0013
BA FR-40.13.0016	BA FR	40.13.0016
BA FR-40.13.0018	BA FR	40.13.0018
BA FR-40.13.0026	BA FR	40.13.0026
BA FR-40.13.0028	BA FR	40.13.0028
BA FR-40.16.0014	BA FR	40.16.0014
BA FR-40.16.0015	BA FR	40.16.0015
BA FR-40.16.0016	BA FR	40.16.0016
BA FR-40.18.0005	BA FR	40.18.0005
BA FR-40.18.0006	BA FR	40.18.0006
BA FR-40.18.0007	BA FR	40.18.0007
BA FR-40.18.0008	BA FR	40.18.0008
BA FR-40.18.0009	BA FR	40.18.0009
BA FR-40.20.0001	BA FR	40.20.0001
BA FR-40.20.0005	BA FR	40.20.0005
BA FR-40.20.0007	BA FR	40.20.0007
BA FR-40.20.0014	BA FR	40.20.0014
BA FR-40.21.0002	BA FR	40.21.0002
BA FR-40.22.0001	BA FR	40.22.0001
BA FR-40.23.0000	BA FR	40.23.0000
BA FR-40.23.0001	BA FR	40.23.0001
BA FR-40.23.0002	BA FR	40.23.0002
BA FR-40.30.0008	BA FR	40.30.0008
BA FR-40.30.0016	BA FR	40.30.0016
BA FR-40.30.0027	BA FR	40.30.0027
BA FR-40.30.0028	BA FR	40.30.0028
BA FR-40.31.0001	BA FR	40.31.0001
BA FR-40.31.0003	BA FR	40.31.0003
BA FR-50.10.0006	BA FR	50.10.0006
BA FR-50.10.0011	BA FR	50.10.0011
BA FR-50.10.0012	BA FR	50.10.0012
BA FR-50.10.0013	BA FR	50.10.0013
BA FR-50.10.0020	BA FR	50.10.0020
BA FR-51.1000004880	BA FR	51.1000004880
BA FR-51.110A71091	BA FR	51.110A71091
BA FR-Outros	BA FR	Outros
BA VN-40.05.0001	BA VN	40.05.0001
BA VN-40.05.0018	BA VN	40.05.0018
BA VN-40.05.0025	BA VN	40.05.0025
BA VN-40.05.0026	BA VN	40.05.0026
BA VN-40.05.0037	BA VN	40.05.0037
BA VN-40.05.0041	BA VN	40.05.0041
BA VN-40.05.0061	BA VN	40.05.0061
BA VN-40.05.1001	BA VN	40.05.1001
BA VN-40.05.1006	BA VN	40.05.1006
BA VN-40.05.1100	BA VN	40.05.1100
BA VN-40.05.1101	BA VN	40.05.1101
BA VN-40.05.1102	BA VN	40.05.1102
BA VN-40.05.1104	BA VN	40.05.1104
BA VN-40.05.1105	BA VN	40.05.1105
BA VN-40.05.1106	BA VN	40.05.1106
BA VN-40.05.1400	BA VN	40.05.1400
BA VN-40.05.1401	BA VN	40.05.1401
BA VN-40.05.1600	BA VN	40.05.1600
BA VN-40.05.2100	BA VN	40.05.2100
BA VN-40.05.2101	BA VN	40.05.2101
BA VN-40.05.5001	BA VN	40.05.5001
BA VN-40.06.0051	BA VN	40.06.0051
BA VN-40.06.0052	BA VN	40.06.0052
BA VN-40.06.0053	BA VN	40.06.0053
BA VN-40.06.0055	BA VN	40.06.0055
BA VN-40.09.0001	BA VN	40.09.0001
BA VN-40.10.0001	BA VN	40.10.0001
BA VN-40.12.0014	BA VN	40.12.0014
BA VN-40.13.0015	BA VN	40.13.0015
BA VN-40.13.0016	BA VN	40.13.0016
BA VN-40.13.0026	BA VN	40.13.0026
BA VN-40.16.0014	BA VN	40.16.0014
BA VN-40.16.0015	BA VN	40.16.0015
BA VN-40.18.0008	BA VN	40.18.0008
BA VN-40.18.0009	BA VN	40.18.0009
BA VN-40.23.0000	BA VN	40.23.0000
BA VN-40.23.0001	BA VN	40.23.0001
BA VN-40.23.0002	BA VN	40.23.0002
BA VN-40.23.0003	BA VN	40.23.0003
BA VN-40.30.0008	BA VN	40.30.0008
BA VN-40.30.0016	BA VN	40.30.0016
BA VN-40.30.0027	BA VN	40.30.0027
BA VN-40.30.0028	BA VN	40.30.0028
BA VN-40.31.0001	BA VN	40.31.0001
BA VN-40.31.0003	BA VN	40.31.0003
BA VN-50.10.0006	BA VN	50.10.0006
BA VN-50.10.0011	BA VN	50.10.0011
BA VN-50.10.0012	BA VN	50.10.0012
BA VN-50.10.0013	BA VN	50.10.0013
BA VN-50.1000004880	BA VN	50.1000004880
BA VN-50.1000004980	BA VN	50.1000004980
BA VN-50.1000005434	BA VN	50.1000005434
BA VN-51.1000003022	BA VN	51.1000003022
BA VN-51.1000003999	BA VN	51.1000003999
BA VN-51.1000004880	BA VN	51.1000004880
BA VN-Outros	BA VN	Outros
BA VR-40.05.0001	BA VR	40.05.0001
BA VR-40.05.0018	BA VR	40.05.0018
BA VR-40.05.0025	BA VR	40.05.0025
BA VR-40.05.0026	BA VR	40.05.0026
BA VR-40.05.0031	BA VR	40.05.0031
BA VR-40.05.0035	BA VR	40.05.0035
BA VR-40.05.0037	BA VR	40.05.0037
BA VR-40.05.0041	BA VR	40.05.0041
BA VR-40.05.0050	BA VR	40.05.0050
BA VR-40.05.0061	BA VR	40.05.0061
BA VR-40.05.0101	BA VR	40.05.0101
BA VR-40.05.0143	BA VR	40.05.0143
BA VR-40.05.0150	BA VR	40.05.0150
BA VR-40.05.1001	BA VR	40.05.1001
BA VR-40.05.1006	BA VR	40.05.1006
BA VR-40.05.1100	BA VR	40.05.1100
BA VR-40.05.1101	BA VR	40.05.1101
BA VR-40.05.1102	BA VR	40.05.1102
BA VR-40.05.1104	BA VR	40.05.1104
BA VR-40.05.1105	BA VR	40.05.1105
BA VR-40.05.1106	BA VR	40.05.1106
BA VR-40.05.1400	BA VR	40.05.1400
BA VR-40.05.1401	BA VR	40.05.1401
BA VR-40.05.1600	BA VR	40.05.1600
BA VR-40.05.2000	BA VR	40.05.2000
BA VR-40.05.2001	BA VR	40.05.2001
BA VR-40.05.2003	BA VR	40.05.2003
BA VR-40.05.2100	BA VR	40.05.2100
BA VR-40.05.2101	BA VR	40.05.2101
BA VR-40.05.2102	BA VR	40.05.2102
BA VR-40.05.2103	BA VR	40.05.2103
BA VR-40.05.5001	BA VR	40.05.5001
BA VR-40.05.5002	BA VR	40.05.5002
BA VR-40.06.0008	BA VR	40.06.0008
BA VR-40.06.0017	BA VR	40.06.0017
BA VR-40.06.0019	BA VR	40.06.0019
BA VR-40.06.0020	BA VR	40.06.0020
BA VR-40.06.0021	BA VR	40.06.0021
BA VR-40.06.0022	BA VR	40.06.0022
BA VR-40.06.0023	BA VR	40.06.0023
BA VR-40.06.0051	BA VR	40.06.0051
BA VR-40.06.0052	BA VR	40.06.0052
BA VR-40.06.0053	BA VR	40.06.0053
BA VR-40.06.0055	BA VR	40.06.0055
BA VR-40.06.0071	BA VR	40.06.0071
BA VR-40.06.0072	BA VR	40.06.0072
BA VR-40.06.0073	BA VR	40.06.0073
BA VR-40.06.0074	BA VR	40.06.0074
BA VR-40.06.0082	BA VR	40.06.0082
BA VR-40.06.0089	BA VR	40.06.0089
BA VR-40.06.0095	BA VR	40.06.0095
BA VR-40.06.0096	BA VR	40.06.0096
BA VR-40.06.1001	BA VR	40.06.1001
BA VR-40.06.1002	BA VR	40.06.1002
BA VR-40.06.1003	BA VR	40.06.1003
BA VR-40.07.0002	BA VR	40.07.0002
BA VR-40.07.0003	BA VR	40.07.0003
BA VR-40.07.0006	BA VR	40.07.0006
BA VR-40.07.0007	BA VR	40.07.0007
BA VR-40.07.0024	BA VR	40.07.0024
BA VR-40.07.0025	BA VR	40.07.0025
BA VR-40.07.0029	BA VR	40.07.0029
BA VR-40.08.0001	BA VR	40.08.0001
BA VR-40.08.0003	BA VR	40.08.0003
BA VR-40.08.0011	BA VR	40.08.0011
BA VR-40.08.0012	BA VR	40.08.0012
BA VR-40.09.0001	BA VR	40.09.0001
BA VR-40.09.0002	BA VR	40.09.0002
BA VR-40.10.0001	BA VR	40.10.0001
BA VR-40.10.0002	BA VR	40.10.0002
BA VR-40.10.0100	BA VR	40.10.0100
BA VR-40.10.1000	BA VR	40.10.1000
BA VR-40.10.2000	BA VR	40.10.2000
BA VR-40.12.0003	BA VR	40.12.0003
BA VR-40.12.0004	BA VR	40.12.0004
BA VR-40.12.0014	BA VR	40.12.0014
BA VR-40.12.0020	BA VR	40.12.0020
BA VR-40.12.0021	BA VR	40.12.0021
BA VR-40.13.0002	BA VR	40.13.0002
BA VR-40.13.0011	BA VR	40.13.0011
BA VR-40.13.0013	BA VR	40.13.0013
BA VR-40.13.0015	BA VR	40.13.0015
BA VR-40.13.0016	BA VR	40.13.0016
BA VR-40.13.0018	BA VR	40.13.0018
BA VR-40.13.0026	BA VR	40.13.0026
BA VR-40.13.0028	BA VR	40.13.0028
BA VR-40.16.0014	BA VR	40.16.0014
BA VR-40.16.0015	BA VR	40.16.0015
BA VR-40.16.0016	BA VR	40.16.0016
BA VR-40.16.0031	BA VR	40.16.0031
BA VR-40.17.0001	BA VR	40.17.0001
BA VR-40.18.0005	BA VR	40.18.0005
BA VR-40.18.0006	BA VR	40.18.0006
BA VR-40.18.0007	BA VR	40.18.0007
BA VR-40.18.0008	BA VR	40.18.0008
BA VR-40.18.0009	BA VR	40.18.0009
BA VR-40.20.0001	BA VR	40.20.0001
BA VR-40.20.0005	BA VR	40.20.0005
BA VR-40.20.0007	BA VR	40.20.0007
BA VR-40.20.0014	BA VR	40.20.0014
BA VR-40.21.0002	BA VR	40.21.0002
BA VR-40.22.0001	BA VR	40.22.0001
BA VR-40.23.0000	BA VR	40.23.0000
BA VR-40.23.0001	BA VR	40.23.0001
BA VR-40.23.0002	BA VR	40.23.0002
BA VR-40.23.0003	BA VR	40.23.0003
BA VR-40.30.0008	BA VR	40.30.0008
BA VR-40.30.0016	BA VR	40.30.0016
BA VR-40.30.0027	BA VR	40.30.0027
BA VR-40.30.0028	BA VR	40.30.0028
BA VR-40.31.0001	BA VR	40.31.0001
BA VR-40.31.0003	BA VR	40.31.0003
BA VR-50.10.0006	BA VR	50.10.0006
BA VR-50.10.0009	BA VR	50.10.0009
BA VR-50.10.0011	BA VR	50.10.0011
BA VR-50.10.0012	BA VR	50.10.0012
BA VR-50.10.0013	BA VR	50.10.0013
BA VR-50.1000004880	BA VR	50.1000004880
BA VR-51.1000003022	BA VR	51.1000003022
BA VR-51.1000005434	BA VR	51.1000005434
BA VR-51.1000007408	BA VR	51.1000007408
BA VR-51.110A31091	BA VR	51.110A31091
BA VR-51.110A61091	BA VR	51.110A61091
BA VR-51.110A71091	BA VR	51.110A71091
BA VR-Outros	BA VR	Outros
BR-40.02.1083	BR	40.02.1083
BR-40.03.1380	BR	40.03.1380
BR-40.03.1420	BR	40.03.1420
BR-40.03.1480	BR	40.03.1480
BR-40.03.1520	BR	40.03.1520
BR-40.03.1521	BR	40.03.1521
BR-40.03.1780	BR	40.03.1780
BR-40.03.1880	BR	40.03.1880
BR-40.03.1910	BR	40.03.1910
BR-40.03.5581	BR	40.03.5581
BR-40.05.0001	BR	40.05.0001
BR-40.05.0002	BR	40.05.0002
BR-40.05.0016	BR	40.05.0016
BR-40.05.0018	BR	40.05.0018
BR-40.05.0020	BR	40.05.0020
BR-40.05.0025	BR	40.05.0025
BR-40.05.0026	BR	40.05.0026
BR-40.05.0029	BR	40.05.0029
BR-40.05.0031	BR	40.05.0031
BR-40.05.0035	BR	40.05.0035
BR-40.05.0037	BR	40.05.0037
BR-40.05.0039	BR	40.05.0039
BR-40.05.0041	BR	40.05.0041
BR-40.05.0048	BR	40.05.0048
BR-40.05.0050	BR	40.05.0050
BR-40.05.0061	BR	40.05.0061
BR-40.05.0083	BR	40.05.0083
BR-40.05.0087	BR	40.05.0087
BR-40.05.0090	BR	40.05.0090
BR-40.05.0095	BR	40.05.0095
BR-40.05.0101	BR	40.05.0101
BR-40.05.0143	BR	40.05.0143
BR-40.05.0150	BR	40.05.0150
BR-40.05.0162	BR	40.05.0162
BR-40.05.0167	BR	40.05.0167
BR-40.05.0168	BR	40.05.0168
BR-40.05.1001	BR	40.05.1001
BR-40.05.1002	BR	40.05.1002
BR-40.05.1003	BR	40.05.1003
BR-40.05.1004	BR	40.05.1004
BR-40.05.1005	BR	40.05.1005
BR-40.05.1006	BR	40.05.1006
BR-40.05.1007	BR	40.05.1007
BR-40.05.1008	BR	40.05.1008
BR-40.05.1100	BR	40.05.1100
BR-40.05.1101	BR	40.05.1101
BR-40.05.1102	BR	40.05.1102
BR-40.05.1104	BR	40.05.1104
BR-40.05.1105	BR	40.05.1105
BR-40.05.1106	BR	40.05.1106
BR-40.05.1201	BR	40.05.1201
BR-40.05.1202	BR	40.05.1202
BR-40.05.1203	BR	40.05.1203
BR-40.05.1204	BR	40.05.1204
BR-40.05.1205	BR	40.05.1205
BR-40.05.1400	BR	40.05.1400
BR-40.05.1401	BR	40.05.1401
BR-40.05.1600	BR	40.05.1600
BR-40.05.2000	BR	40.05.2000
BR-40.05.2003	BR	40.05.2003
BR-40.05.2100	BR	40.05.2100
BR-40.05.2101	BR	40.05.2101
BR-40.05.2102	BR	40.05.2102
BR-40.05.2103	BR	40.05.2103
BR-40.05.2106	BR	40.05.2106
BR-40.05.3002	BR	40.05.3002
BR-40.05.3004	BR	40.05.3004
BR-40.05.3014	BR	40.05.3014
BR-40.05.3027	BR	40.05.3027
BR-40.05.3028	BR	40.05.3028
BR-40.05.3100	BR	40.05.3100
BR-40.05.3101	BR	40.05.3101
BR-40.05.3103	BR	40.05.3103
BR-40.05.3104	BR	40.05.3104
BR-40.05.3106	BR	40.05.3106
BR-40.05.3109	BR	40.05.3109
BR-40.05.3113	BR	40.05.3113
BR-40.05.3120	BR	40.05.3120
BR-40.05.3121	BR	40.05.3121
BR-40.05.3132	BR	40.05.3132
BR-40.05.3133	BR	40.05.3133
BR-40.05.3139	BR	40.05.3139
BR-40.05.3140	BR	40.05.3140
BR-40.05.3200	BR	40.05.3200
BR-40.05.3211	BR	40.05.3211
BR-40.05.3212	BR	40.05.3212
BR-40.05.3308	BR	40.05.3308
BR-40.05.3311	BR	40.05.3311
BR-40.05.3315	BR	40.05.3315
BR-40.05.3317	BR	40.05.3317
BR-40.05.3323	BR	40.05.3323
BR-40.05.3324	BR	40.05.3324
BR-40.05.3325	BR	40.05.3325
BR-40.05.4002	BR	40.05.4002
BR-40.05.4003	BR	40.05.4003
BR-40.05.4102	BR	40.05.4102
BR-40.05.5000	BR	40.05.5000
BR-40.05.5001	BR	40.05.5001
BR-40.05.5002	BR	40.05.5002
BR-40.06.0001	BR	40.06.0001
BR-40.06.0002	BR	40.06.0002
BR-40.06.0008	BR	40.06.0008
BR-40.06.0019	BR	40.06.0019
BR-40.06.0020	BR	40.06.0020
BR-40.06.0021	BR	40.06.0021
BR-40.06.0022	BR	40.06.0022
BR-40.06.0023	BR	40.06.0023
BR-40.06.0051	BR	40.06.0051
BR-40.06.0052	BR	40.06.0052
BR-40.06.0053	BR	40.06.0053
BR-40.06.0055	BR	40.06.0055
BR-40.06.0071	BR	40.06.0071
BR-40.06.0072	BR	40.06.0072
BR-40.06.0073	BR	40.06.0073
BR-40.06.0074	BR	40.06.0074
BR-40.06.0082	BR	40.06.0082
BR-40.06.0089	BR	40.06.0089
BR-40.06.0095	BR	40.06.0095
BR-40.06.0096	BR	40.06.0096
BR-40.06.1001	BR	40.06.1001
BR-40.06.1002	BR	40.06.1002
BR-40.06.1003	BR	40.06.1003
BR-40.06.2000	BR	40.06.2000
BR-40.06.2001	BR	40.06.2001
BR-40.07.0003	BR	40.07.0003
BR-40.07.0005	BR	40.07.0005
BR-40.07.0006	BR	40.07.0006
BR-40.07.0007	BR	40.07.0007
BR-40.07.0021	BR	40.07.0021
BR-40.07.0024	BR	40.07.0024
BR-40.07.0025	BR	40.07.0025
BR-40.07.0026	BR	40.07.0026
BR-40.07.0028	BR	40.07.0028
BR-40.07.0029	BR	40.07.0029
BR-40.07.1000	BR	40.07.1000
BR-40.07.1002	BR	40.07.1002
BR-40.08.0001	BR	40.08.0001
BR-40.08.0003	BR	40.08.0003
BR-40.08.0011	BR	40.08.0011
BR-40.08.0012	BR	40.08.0012
BR-40.08.1001	BR	40.08.1001
BR-40.08.1002	BR	40.08.1002
BR-40.08.1003	BR	40.08.1003
BR-40.08.2000	BR	40.08.2000
BR-40.08.2001	BR	40.08.2001
BR-40.08.2002	BR	40.08.2002
BR-40.08.2003	BR	40.08.2003
BR-40.09.0001	BR	40.09.0001
BR-40.09.0002	BR	40.09.0002
BR-40.09.0005	BR	40.09.0005
BR-40.10.0001	BR	40.10.0001
BR-40.10.0002	BR	40.10.0002
BR-40.10.0100	BR	40.10.0100
BR-40.10.1000	BR	40.10.1000
BR-40.10.2000	BR	40.10.2000
BR-40.10.3014	BR	40.10.3014
BR-40.10.3101	BR	40.10.3101
BR-40.10.3500	BR	40.10.3500
BR-40.12.0003	BR	40.12.0003
BR-40.12.0004	BR	40.12.0004
BR-40.12.0005	BR	40.12.0005
BR-40.12.0006	BR	40.12.0006
BR-40.12.0007	BR	40.12.0007
BR-40.12.0014	BR	40.12.0014
BR-40.12.0020	BR	40.12.0020
BR-40.12.0021	BR	40.12.0021
BR-40.13.0002	BR	40.13.0002
BR-40.13.0011	BR	40.13.0011
BR-40.13.0013	BR	40.13.0013
BR-40.13.0015	BR	40.13.0015
BR-40.13.0016	BR	40.13.0016
BR-40.13.0018	BR	40.13.0018
BR-40.13.0026	BR	40.13.0026
BR-40.13.0028	BR	40.13.0028
BR-40.13.0041	BR	40.13.0041
BR-40.13.1002	BR	40.13.1002
BR-40.13.1003	BR	40.13.1003
BR-40.15.0009	BR	40.15.0009
BR-40.15.0011	BR	40.15.0011
BR-40.16.0014	BR	40.16.0014
BR-40.16.0015	BR	40.16.0015
BR-40.16.0016	BR	40.16.0016
BR-40.16.0017	BR	40.16.0017
BR-40.16.0026	BR	40.16.0026
BR-40.16.0030	BR	40.16.0030
BR-40.16.1004	BR	40.16.1004
BR-40.16.1005	BR	40.16.1005
BR-40.16.1006	BR	40.16.1006
BR-40.16.1008	BR	40.16.1008
BR-40.16.1009	BR	40.16.1009
BR-40.16.1010	BR	40.16.1010
BR-40.16.3000	BR	40.16.3000
BR-40.16.3001	BR	40.16.3001
BR-40.18.0005	BR	40.18.0005
BR-40.18.0006	BR	40.18.0006
BR-40.18.0007	BR	40.18.0007
BR-40.18.0008	BR	40.18.0008
BR-40.18.0009	BR	40.18.0009
BR-40.20.0001	BR	40.20.0001
BR-40.20.0005	BR	40.20.0005
BR-40.20.0007	BR	40.20.0007
BR-40.20.0014	BR	40.20.0014
BR-40.21.0002	BR	40.21.0002
BR-40.21.0004	BR	40.21.0004
BR-40.22.0001	BR	40.22.0001
BR-40.22.1000	BR	40.22.1000
BR-40.23.0000	BR	40.23.0000
BR-40.23.0001	BR	40.23.0001
BR-40.23.0002	BR	40.23.0002
BR-40.23.0003	BR	40.23.0003
BR-40.23.1000	BR	40.23.1000
BR-40.23.1001	BR	40.23.1001
BR-40.23.2000	BR	40.23.2000
BR-40.23.2001	BR	40.23.2001
BR-40.30.0008	BR	40.30.0008
BR-40.30.0016	BR	40.30.0016
BR-40.30.0027	BR	40.30.0027
BR-40.30.0028	BR	40.30.0028
BR-40.31.0001	BR	40.31.0001
BR-40.31.0003	BR	40.31.0003
BR-40.31.1001	BR	40.31.1001
BR-40.31.1002	BR	40.31.1002
BR-40.31.1003	BR	40.31.1003
BR-40.50.0300	BR	40.50.0300
BR-50.10.0001	BR	50.10.0001
BR-50.10.0002	BR	50.10.0002
BR-50.10.0006	BR	50.10.0006
BR-50.10.0011	BR	50.10.0011
BR-50.10.0012	BR	50.10.0012
BR-50.10.0013	BR	50.10.0013
BR-50.10.0018	BR	50.10.0018
BR-50.10.0020	BR	50.10.0020
BR-50.1000004003	BR	50.1000004003
BR-50.1000004859	BR	50.1000004859
BR-50.1000004880	BR	50.1000004880
BR-50.1000004980	BR	50.1000004980
