PERIODO	mˆs	Sigla Canal	Unid Res	Codigo Sku	conca	  Volume 	 NFS+NFD+ST	 ICMS 	 PIS 9,25%	 COFINS 9,25%	 Subven‡Æo	 Impostos Cutoff	 Bonifica‡äes	 Desc Comerciais	 Desc Log¡sticos	 Desc Espor dicos	 Acordos	 Custo Matl	 Custo GGF	 Depreciacao	 Frete	 Armazenagem	 Desp Exporta‡Æo	 Desp Comerciais	 Desp Marketing	 Desp Trade Marketing	 PIS	 COFINS	 TT IMP 0%	 TT IMP 9,25%
2020-10	Out	BR	BR	40.05.0001	BR-40.05.0001	130,00	891,87	-80,91	-13,69	-63,03	35,67	0	0,00	0,00	0,00	0,00	0,00	-756,91	-194,57	-17,30	-2,657228564	-5,18225E-12	0	-1,3808E-11	-3,71809E-11	-1,43833E-13	0	0		
2020-10	Out	BR	BR	40.05.0018	BR-40.05.0018	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.05.0025	BR-40.05.0025	9,90	80,19	-5,61	-1,23	-5,67	3,2	0	0,00	0,00	0,00	0,00	0,00	-75,28	-15,24	-1,32	0	-3,94648E-13	0	-1,24151E-12	-3,34302E-12	-1,29324E-14	0	0		
2020-10	Out	BR	BR	40.05.0026	BR-40.05.0026	9,90	46,53	-3,26	-0,71	-3,29	1,86	0	0,00	0,00	0,00	0,00	0,00	-30,31	-10,43	-1,32	0	-3,94648E-13	0	-7,2038E-13	-1,93977E-12	-7,50396E-15	0	0		
2020-10	Out	BR	BR	40.05.0031	BR-40.05.0031	30,00	216,00	-33,13	-3,31	-15,27	8,64	0	0,00	0,00	0,00	0,00	0,00	-166,19	-40,89	-3,99	-3,454397133	-1,1959E-12	0	-3,34413E-12	-9,00476E-12	-3,48346E-14	0	0		
2020-10	Out	BR	BR	40.05.0035	BR-40.05.0035	31,50	269,36	-18,85	-4,13	-19,04	10,78	0	0,00	0,00	0,00	0,00	0,00	-223,65	-68,75	-4,19	0	-1,2557E-12	0	-4,17025E-12	-1,12293E-11	-4,34401E-14	0	0		
2020-10	Out	BR	BR	40.05.0037	BR-40.05.0037	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.05.0041	BR-40.05.0041	80,00	563,05	-39,41	-8,65	-39,81	22,52	0	0,00	0,00	0,00	0,00	0,00	-460,40	-108,30	-10,65	-3,454397133	-3,18908E-12	0	-8,71718E-12	-2,34728E-11	-9,08039E-14	0	0		
2020-10	Out	BR	BR	40.05.0061	BR-40.05.0061	90,00	585,00	-40,95	-8,98	-41,33	23,4	0	0,00	0,00	0,00	0,00	0,00	-526,32	-131,57	-11,98	-0,531445713	-3,58771E-12	0	-9,05701E-12	-2,43879E-11	-9,43438E-14	0	0		
2020-10	Out	BR	BR	40.05.0143	BR-40.05.0143	6,72	51,41	-3,6	-0,79	-3,63	2,06	0	0,00	0,00	0,00	0,00	0,00	-41,40	-18,91	-0,89	0	-2,67883E-13	0	-7,95933E-13	-2,14322E-12	-8,29097E-15	0	0		
2020-10	Out	BR	BR	40.05.0150	BR-40.05.0150	0,00	0,00	-17,4	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-2,439335822	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.05.1001	BR-40.05.1001	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.05.1100	BR-40.05.1100	52,00	533,55	-75,43	-7,57	-34,83	40,7978481	0	0,00	0,00	0,00	0,00	0,00	-295,46	-72,19	-6,92	-18,44183145	-2,0729E-12	0	-8,26046E-12	-2,2243E-11	-8,60464E-14	0	0		
2020-10	Out	BR	BR	40.05.1101	BR-40.05.1101	10,40	83,52	-10,02	-1,21	-5,59	11,41789346	0	0,00	0,00	0,00	0,00	0,00	-55,76	-14,14	-1,38	-14,41867428	-4,1458E-13	0	-1,29306E-12	-3,48184E-12	-1,34694E-14	0	0		
2020-10	Out	BR	BR	40.05.1102	BR-40.05.1102	230,00	1.718,54	-133,28	-26,16	-120,5	79,59863126	0	0,00	0,00	0,00	0,00	0,00	-1.285,11	-316,28	-30,61	-14,37701836	-9,1686E-12	0	-2,66065E-11	-7,16437E-11	-2,77152E-13	0	0		
2020-10	Out	BR	BR	40.05.1104	BR-40.05.1104	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.05.1105	BR-40.05.1105	480,00	3.775,41	-307,19	-57,24	-263,6	170,3537326	0	0,00	0,00	0,00	0,00	0,00	-2.985,85	-751,18	-63,88	-16,45652431	-1,91345E-11	0	-5,84511E-11	-1,57392E-10	-6,08866E-13	0	0		
2020-10	Out	BR	BR	40.05.1106	BR-40.05.1106	28,80	227,55	-15,94	-3,5	-16,09	9,12	0	0,00	0,00	0,00	0,00	0,00	-188,70	-47,02	-3,83	-0,212578285	-1,14807E-12	0	-3,52294E-12	-9,48626E-12	-3,66973E-14	0	0		
2020-10	Out	BR	BR	40.05.1400	BR-40.05.1400	38,88	338,76	-23,7	-5,22	-23,94	13,56	0	0,00	0,00	0,00	0,00	0,00	-263,10	-152,57	-5,17	0	-1,54989E-12	0	-5,2447E-12	-1,41225E-11	-5,46323E-14	0	0		
2020-10	Out	BR	BR	40.05.1600	BR-40.05.1600	76,00	1.033,79	-72,37	-15,86	-73,06	41,36	0	0,00	0,00	0,00	0,00	0,00	-736,77	-240,36	-10,11	-0,053144571	-3,02962E-12	0	-1,60052E-11	-4,30973E-11	-1,66721E-13	0	0		
2020-10	Out	BR	BR	40.05.2100	BR-40.05.2100	10,00	57,48	-10,35	-0,78	-3,58	6,886962024	0	0,00	0,00	0,00	0,00	0,00	-30,17	-10,35	-1,33	-12,68646876	-3,98635E-13	0	-8,89909E-13	-2,39627E-12	-9,26989E-15	0	0		
2020-10	Out	BR	BR	40.05.2101	BR-40.05.2101	30,00	176,02	-16,07	-2,64	-12,16	15,86343242	0	0,00	0,00	0,00	0,00	0,00	-89,88	-32,03	-3,99	-3,371880439	-1,1959E-12	0	-2,72515E-12	-7,33804E-12	-2,8387E-14	0	0		
2020-10	Out	BR	BR	40.05.2102	BR-40.05.2102	0,00	0,00	-12,77	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-2,657228564	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.05.5001	BR-40.05.5001	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.06.0019	BR-40.06.0019	8,64	61,50	-7,38	-0,9	-4,11	5,54	0	0,00	0,00	0,00	0,00	0,00	-32,62	-19,33	-4,71	0	-3,4442E-13	0	-9,52147E-13	-2,56385E-12	-9,9182E-15	-0,9	-4,11		
2020-10	Out	BR	BR	40.06.0020	BR-40.06.0020	28,80	188,50	-22,6	-2,74	-12,6	16,94	0	0,00	0,00	0,00	0,00	0,00	-144,40	-85,46	-15,70	0	-1,14807E-12	0	-2,91837E-12	-7,85832E-12	-3,03997E-14	-2,74	-12,6		
2020-10	Out	BR	BR	40.06.0021	BR-40.06.0021	8,64	56,55	-6,78	-0,82	-3,78	5,08	0	0,00	0,00	0,00	0,00	0,00	-38,80	-23,58	-4,71	0	-3,4442E-13	0	-8,75511E-13	-2,3575E-12	-9,1199E-15	-0,82	-3,78		
2020-10	Out	BR	BR	40.06.0022	BR-40.06.0022	11,52	101,49	-14,42	-1,43	-6,61	9,233481012	0	0,00	0,00	0,00	0,00	0,00	-73,17	-32,84	-6,28	-3,653703002	-4,59227E-13	0	-1,57127E-12	-4,23098E-12	-1,63674E-14	-1,43	-6,61		
2020-10	Out	BR	BR	40.06.0023	BR-40.06.0023	31,68	212,30	-25,47	-3,08	-14,19	19,09	0	0,00	0,00	0,00	0,00	0,00	-135,58	-85,41	-17,27	0	-1,26288E-12	0	-3,28684E-12	-8,85051E-12	-3,42379E-14	-3,08	-14,19		
2020-10	Out	BR	BR	40.06.0051	BR-40.06.0051	14,40	168,19	-20,19	-2,44	-11,24	10,55500161	0	0,00	0,00	0,00	0,00	0,00	-72,12	-39,85	-7,85	-4,92163604	-5,74034E-13	0	-2,60393E-12	-7,01162E-12	-2,71243E-14	-2,44	-11,24		
2020-10	Out	BR	BR	40.06.0052	BR-40.06.0052	12,00	114,27	-13,71	-1,66	-7,64	8,117942051	0	0,00	0,00	0,00	0,00	0,00	-57,70	-33,63	-6,54	-1,471151633	-4,78362E-13	0	-1,76914E-12	-4,76377E-12	-1,84285E-14	-1,66	-7,64		
2020-10	Out	BR	BR	40.06.0053	BR-40.06.0053	19,20	215,65	-25,87	-3,14	-14,43	14,4727961	0	0,00	0,00	0,00	0,00	0,00	-96,34	-46,14	-10,46	-2,942303266	-7,65379E-13	0	-3,33871E-12	-8,99016E-12	-3,47782E-14	-3,14	-14,43		
2020-10	Out	BR	BR	40.06.0071	BR-40.06.0071	6,48	42,40	-5,09	-0,62	-2,84	3,82	0	0,00	0,00	0,00	0,00	0,00	-26,16	-13,32	-3,53	0	-2,58315E-13	0	-6,5644E-13	-1,7676E-12	-6,83791E-15	-0,62	-2,84		
2020-10	Out	BR	BR	40.06.0072	BR-40.06.0072	3,24	21,20	-2,54	-0,31	-1,42	1,9	0	0,00	0,00	0,00	0,00	0,00	-12,57	-4,21	-1,77	0	-1,29158E-13	0	-3,2822E-13	-8,838E-13	-3,41896E-15	-0,31	-1,42		
2020-10	Out	BR	BR	40.06.0073	BR-40.06.0073	12,96	93,64	-11,24	-1,36	-6,27	8,44	0	0,00	0,00	0,00	0,00	0,00	-70,28	-26,57	-7,06	0	-5,16631E-13	0	-1,44974E-12	-3,90373E-12	-1,51015E-14	-1,36	-6,27		
2020-10	Out	BR	BR	40.06.0074	BR-40.06.0074	3,24	21,20	-2,54	-0,31	-1,42	1,9	0	0,00	0,00	0,00	0,00	0,00	-12,49	-6,07	-1,77	0	-1,29158E-13	0	-3,2822E-13	-8,838E-13	-3,41896E-15	-0,31	-1,42		
2020-10	Out	BR	BR	40.06.0082	BR-40.06.0082	6,48	50,88	-6,1	-0,74	-3,4	4,58	0	0,00	0,00	0,00	0,00	0,00	-37,70	-11,77	-3,53	0	-2,58315E-13	0	-7,87727E-13	-2,12112E-12	-8,20549E-15	-0,74	-3,4		
2020-10	Out	BR	BR	40.06.1001	BR-40.06.1001	4,20	28,39	-3,41	-0,41	-1,9	2,56	0	0,00	0,00	0,00	0,00	0,00	-17,28	-8,17	-2,29	0	-1,67427E-13	0	-4,39536E-13	-1,18354E-12	-4,5785E-15	-0,41	-1,9		
2020-10	Out	BR	BR	40.06.1002	BR-40.06.1002	16,80	162,80	-19,54	-2,36	-10,88	14,66	0	0,00	0,00	0,00	0,00	0,00	-105,96	-31,58	-9,16	0	-6,69707E-13	0	-2,52048E-12	-6,78692E-12	-2,6255E-14	-2,36	-10,88		
2020-10	Out	BR	BR	40.06.1003	BR-40.06.1003	4,20	34,85	-4,18	-0,51	-2,33	3,13	0	0,00	0,00	0,00	0,00	0,00	-21,97	-8,32	-2,29	0	-1,67427E-13	0	-5,3955E-13	-1,45285E-12	-5,62031E-15	-0,51	-2,33		
2020-10	Out	BR	BR	40.07.0003	BR-40.07.0003	75,60	584,34	-70,11	-8,5	-39,11	52,58	0	0,00	0,00	0,00	0,00	0,00	-380,64	-278,03	-11,04	0	-3,01368E-12	0	-9,04679E-12	-2,43604E-11	-9,42374E-14	-8,5	-39,11		
2020-10	Out	BR	BR	40.07.0007	BR-40.07.0007	40,95	360,35	-43,25	-5,21	-24,09	32,44	0	0,00	0,00	0,00	0,00	0,00	-262,86	-134,50	-5,98	0	-1,63241E-12	0	-5,57896E-12	-1,50225E-11	-5,81142E-14	-5,21	-24,09		
2020-10	Out	BR	BR	40.08.0001	BR-40.08.0001	10,80	77,70	-9,33	-1,14	-5,19	6,99	0	0,00	0,00	0,00	0,00	0,00	-55,02	-22,73	-19,90	0	-4,30526E-13	0	-1,20296E-12	-3,23921E-12	-1,25308E-14	-1,14	-5,19		
2020-10	Out	BR	BR	40.08.0003	BR-40.08.0003	14,40	103,60	-12,44	-1,5	-6,92	9,34	0	0,00	0,00	0,00	0,00	0,00	-74,26	-36,19	-26,53	0	-5,74034E-13	0	-1,60394E-12	-4,31895E-12	-1,67077E-14	-1,5	-6,92		
2020-10	Out	BR	BR	40.08.0012	BR-40.08.0012	4,50	29,52	-3,54	-0,43	-1,97	2,65	0	0,00	0,00	0,00	0,00	0,00	-21,14	-9,53	-8,29	0	-1,79386E-13	0	-4,57031E-13	-1,23065E-12	-4,76073E-15	-0,43	-1,97		
2020-10	Out	BR	BR	40.09.0001	BR-40.09.0001	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-2,630656278	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.09.0002	BR-40.09.0002	20,00	103,68	-12,44	-1,5	-6,94	9,32	0	0,00	0,00	0,00	0,00	0,00	-66,72	-64,00	0,00	0	-7,9727E-13	0	-1,60518E-12	-4,32228E-12	-1,67206E-14	-1,5	-6,94		
2020-10	Out	BR	BR	40.10.0002	BR-40.10.0002	60,00	498,00	-34,86	-7,63	-35,21	19,92	0	0,00	0,00	0,00	0,00	0,00	-378,42	-91,43	-6,61	0	-2,39181E-12	0	-7,71007E-12	-2,0761E-11	-8,03132E-14	0	0		
2020-10	Out	BR	BR	40.10.1000	BR-40.10.1000	81,12	495,30	-34,67	-7,58	-35,01	19,81	0	0,00	0,00	0,00	0,00	0,00	-348,75	-115,77	-8,94	0	-3,23373E-12	0	-7,66827E-12	-2,06484E-11	-7,98778E-14	0	0		
2020-10	Out	BR	BR	40.10.2000	BR-40.10.2000	48,00	309,22	-21,67	-4,71	-21,84	12,41	0	0,00	0,00	0,00	0,00	0,00	-225,20	-71,75	-5,29	0	-1,91345E-12	0	-4,78736E-12	-1,2891E-11	-4,98684E-14	0	0		
2020-10	Out	BR	BR	40.12.0003	BR-40.12.0003	6,40	42,32	-5,08	-0,62	-2,84	3,82	0	0,00	0,00	0,00	0,00	0,00	-27,44	-17,10	-1,48	0	-2,55126E-13	0	-6,55201E-13	-1,76427E-12	-6,82501E-15	-0,62	-2,84		
2020-10	Out	BR	BR	40.12.0004	BR-40.12.0004	6,40	44,02	-5,28	-0,64	-2,94	3,96	0	0,00	0,00	0,00	0,00	0,00	-35,08	-17,78	-1,48	0	-2,55126E-13	0	-6,8152E-13	-1,83514E-12	-7,09917E-15	-0,64	-2,94		
2020-10	Out	BR	BR	40.12.0020	BR-40.12.0020	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.13.0002	BR-40.13.0002	25,92	212,56	-25,52	-3,09	-14,21	19,15	0	0,00	0,00	0,00	0,00	0,00	-155,58	-103,61	-38,53	0	-1,03326E-12	0	-3,29087E-12	-8,86135E-12	-3,42799E-14	-3,09	-14,21		
2020-10	Out	BR	BR	40.13.0016	BR-40.13.0016	61,20	536,93	-64,44	-7,79	-35,9	48,33	0	0,00	0,00	0,00	0,00	0,00	-466,92	-186,15	-90,98	-0,095660228	-2,43965E-12	0	-8,31279E-12	-2,23839E-11	-8,65915E-14	-7,79	-35,9		
2020-10	Out	BR	BR	40.13.0026	BR-40.13.0026	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-0,047830114	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.13.0028	BR-40.13.0028	3,24	27,42	-3,29	-0,4	-1,83	2,47	0	0,00	0,00	0,00	0,00	0,00	-20,91	-12,50	-4,82	0	-1,29158E-13	0	-4,24518E-13	-1,1431E-12	-4,42206E-15	-0,4	-1,83		
2020-10	Out	BR	BR	40.16.0014	BR-40.16.0014	63,00	439,50	-54,83	-6,37	-29,25	40,94725571	0	0,00	0,00	0,00	0,00	0,00	-270,26	-115,13	-30,38	-4,215260075	-2,5114E-12	0	-6,80437E-12	-1,83222E-11	-7,08788E-14	-6,37	-29,25		
2020-10	Out	BR	BR	40.16.0015	BR-40.16.0015	3,15	21,94	-2,63	-0,32	-1,47	1,990000358	0	0,00	0,00	0,00	0,00	0,00	-12,48	-6,87	-1,52	-4,83343134	-1,2557E-13	0	-3,39677E-13	-9,1465E-13	-3,5383E-15	-0,32	-1,47		
2020-10	Out	BR	BR	40.16.0016	BR-40.16.0016	0,00	-0,01	-587,47	-3,55	-16,37	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	1,54821E-16	4,16887E-16	1,61272E-18	-3,55	-16,37		
2020-10	Out	BR	BR	40.16.3000	BR-40.16.3000	3,15	22,72	-2,73	-0,33	-1,52	2,058284684	0	0,00	0,00	0,00	0,00	0,00	-13,95	-2,41	-1,52	-3,885131944	-1,2557E-13	0	-3,51753E-13	-9,47167E-13	-3,66409E-15	-0,33	-1,52		
2020-10	Out	BR	BR	40.18.0006	BR-40.18.0006	9,00	192,12	-23,06	-2,79	-12,85	5,43348137	0	0,00	0,00	0,00	0,00	0,00	-86,87	-51,07	-5,32	-1,838939541	-3,58771E-13	0	-2,97441E-12	-8,00923E-12	-3,09835E-14	-2,79	-12,85		
2020-10	Out	BR	BR	40.18.0007	BR-40.18.0007	4,50	43,34	-5,2	-0,62	-2,9	3,9	0	0,00	0,00	0,00	0,00	0,00	-42,32	-43,26	-2,66	0	-1,79386E-13	0	-6,70993E-13	-1,80679E-12	-6,98951E-15	-0,62	-2,9		
2020-10	Out	BR	BR	40.18.0009	BR-40.18.0009	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-0,233836114	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.20.0001	BR-40.20.0001	18,90	143,06	-17,19	-2,06	-9,56	13,57990282	0	0,00	0,00	0,00	0,00	0,00	-117,12	-71,75	-18,19	-0,643628839	-7,5342E-13	0	-2,21486E-12	-5,96398E-12	-2,30715E-14	-2,06	-9,56		
2020-10	Out	BR	BR	40.20.0005	BR-40.20.0005	5,70	37,30	-4,48	-0,54	-2,5	3,36	0	0,00	0,00	0,00	0,00	0,00	-33,64	-26,64	-5,48	0	-2,27222E-13	0	-5,77481E-13	-1,55499E-12	-6,01543E-15	-0,54	-2,5		
2020-10	Out	BR	BR	40.20.0007	BR-40.20.0007	39,90	250,60	-30,07	-3,64	-16,75	22,56	0	0,00	0,00	0,00	0,00	0,00	-227,81	-124,85	-38,39	0	-1,59055E-12	0	-3,87981E-12	-1,04472E-11	-4,04146E-14	-3,64	-16,75		
2020-10	Out	BR	BR	40.21.0002	BR-40.21.0002	54,00	342,75	-41,11	-4,96	-22,94	30,83	0	0,00	0,00	0,00	0,00	0,00	-415,04	-197,70	0,00	0	-2,15263E-12	0	-5,30648E-12	-1,42888E-11	-5,52758E-14	-4,96	-22,94		
2020-10	Out	BR	BR	40.22.0001	BR-40.22.0001	21,60	133,68	-26,55	-1,92	-8,94	12	0	0,00	0,00	0,00	0,00	0,00	-114,36	-45,42	0,00	-0,956602283	-8,61051E-13	0	-2,06964E-12	-5,57294E-12	-2,15588E-14	-1,92	-8,94		
2020-10	Out	BR	BR	40.23.0000	BR-40.23.0000	9,00	83,79	-10,05	-1,22	-5,6	0	0	0,00	0,00	0,00	0,00	0,00	-72,77	-47,24	-12,53	0	-3,58771E-13	0	-1,29724E-12	-3,49309E-12	-1,35129E-14	-1,22	-5,6		
2020-10	Out	BR	BR	40.23.0001	BR-40.23.0001	72,00	670,32	-80,42	-9,75	-44,84	0	0	0,00	0,00	0,00	0,00	0,00	-629,72	-382,65	-100,23	0	-2,87017E-12	0	-1,03779E-11	-2,79448E-11	-1,08104E-13	-9,75	-44,84		
2020-10	Out	BR	BR	40.23.0002	BR-40.23.0002	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.23.0003	BR-40.23.0003	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-0,57396137	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	40.30.0016	BR-40.30.0016	5,00	105,90	-19,48	0	0	10,21657009	0	0,00	0,00	0,00	0,00	0,00	-58,47	-39,97	-25,27	-0,520139345	-1,99317E-13	0	-1,63955E-12	-4,41483E-12	-1,70787E-14	0	0		
2020-10	Out	BR	BR	40.30.0027	BR-40.30.0027	2,50	33,59	-4,03	0	0	3,36	0	0,00	0,00	0,00	0,00	0,00	-20,20	-15,64	-12,63	0	-9,96587E-14	0	-5,20043E-13	-1,40032E-12	-5,41711E-15	0	0		
2020-10	Out	BR	BR	40.30.0028	BR-40.30.0028	10,00	133,32	-16,01	0	0	14,05676588	0	0,00	0,00	0,00	0,00	0,00	-96,95	-60,66	-50,53	-3,082794964	-3,98635E-13	0	-2,06407E-12	-5,55794E-12	-2,15007E-14	0	0		
2020-10	Out	BR	BR	40.31.0001	BR-40.31.0001	118,80	881,73	-110,36	0	0	86,85049557	0	0,00	0,00	0,00	0,00	0,00	-610,13	-320,04	-86,51	-15,98545876	-4,73578E-12	0	-1,3651E-11	-3,67582E-11	-1,42198E-13	0	0		
2020-10	Out	BR	BR	40.31.0003	BR-40.31.0003	36,00	224,70	-26,97	0	0	22,47	0	0,00	0,00	0,00	0,00	0,00	-173,13	-120,59	-26,21	-0,318867428	-1,43509E-12	0	-3,47882E-12	-9,36745E-12	-3,62377E-14	0	0		
2020-10	Out	BR	BR	50.10.0006	BR-50.10.0006	28,80	181,41	-21,77	-2,64	-12,12	18,15	0	0,00	0,00	0,00	0,00	0,00	-172,05	0,00	0,00	-1,488047996	-1,14807E-12	0	-2,8086E-12	-7,56274E-12	-2,92563E-14	-2,64	-12,12		
2020-10	Out	BR	BR	50.10.0011	BR-50.10.0011	21,00	130,32	-15,64	-1,9	-8,72	13,04	0	0,00	0,00	0,00	0,00	0,00	-111,16	0,00	0,00	0	-8,37133E-13	0	-2,01762E-12	-5,43287E-12	-2,10169E-14	-1,9	-8,72		
2020-10	Out	BR	BR	50.10.0012	BR-50.10.0012	12,60	76,17	-9,14	-1,11	-5,09	7,62	0	0,00	0,00	0,00	0,00	0,00	-66,61	0,00	0,00	0	-5,0228E-13	0	-1,17927E-12	-3,17543E-12	-1,22841E-14	-1,11	-5,09		
2020-10	Out	BR	BR	50.10.0013	BR-50.10.0013	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-1,700626281	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.1000004880	BR-51.1000004880	18,00	179,62	-32,34	-2,44	-11,2	7,18	0	0,00	0,00	0,00	0,00	0,00	-125,08	0,00	0,00	0	-7,17543E-13	0	-2,78089E-12	-7,48812E-12	-2,89676E-14	-2,44	-11,2		
2020-10	Out	BR	BR	51.1000005434	BR-51.1000005434	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.1000006105	BR-51.1000006105	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.1000007408	BR-51.1000007408	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.110A11121 	BR-51.110A11121 	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.110A31091 	BR-51.110A31091 	8,64	64,15	-11,55	-0,87	-4	2,57	0	0,00	0,00	0,00	0,00	0,00	-45,78	0,00	0,00	0	-3,4442E-13	0	-9,93174E-13	-2,67433E-12	-1,03456E-14	-0,87	-4		
2020-10	Out	BR	BR	51.110A61091 	BR-51.110A61091 	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.110A71091 	BR-51.110A71091 	300,00	2.099,40	-377,88	-28,4	-130,82	83,99	0	0,00	0,00	0,00	0,00	0,00	-1.472,97	0,00	0,00	0	-1,1959E-11	0	-3,2503E-11	-8,75212E-11	-3,38573E-13	-28,4	-130,82		
2020-10	Out	BR	BR	51.110A81091 	BR-51.110A81091 	60,00	419,88	-75,58	-5,68	-26,16	16,8	0	0,00	0,00	0,00	0,00	0,00	-297,07	0,00	0,00	0	-2,39181E-12	0	-6,50061E-12	-1,75042E-11	-6,77147E-14	-5,68	-26,16		
2020-10	Out	BR	BR	Outros	BR-Outros	0,00	0,00	-283,66	-716,92	-3302,06	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-6,54	0	0	0	0	0	-716,92	-3302,06		
2020-10	Out	BR	BR	40.50.0300	BR-40.50.0300	0,00	0,00	-28,51	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	-2,104525023	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.1000008911	BR-51.1000008911	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	BR	BR	51.1000008201	BR-51.1000008201	0,00	0,00	0	0	0	0	0	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0	0	0	0	0	0	0	0		
2020-10	Out	CN	BA CN	40.05.0001	BA CN-40.05.0001	3.430,00	51.899,92	-6233,72	-778,3	-3584,63	2043,018779	174,04	0,00	-940,42	0,00	-134,35	-1.939,00	-18.405,41	-4.644,11	-469,77	-4224,032477	-1816,744908	0	-1258,132201	-3376,155108	-7,598716585	0	0		
2020-10	Out	CN	BA CN	40.05.0026	BA CN-40.05.0026	346,50	3.880,80	-625,36	-53,71	-247,41	139,817035	0	0,00	-24,17	0,00	0,00	-212,54	-1.071,69	-365,05	-46,11	-469,752084	-178,3292098	0	-91,43383446	-245,359595	-0,552231152	0	0		
2020-10	Out	CN	BA CN	40.05.0031	BA CN-40.05.0031	1.370,00	20.655,00	-3657,9	-305,21	-1405,78	810,0911537	174,04	0,00	-328,58	0,00	-94,04	44,21	-7.427,43	-1.826,29	-195,63	-1762,761919	-756,5481627	0	-521,9842822	-1400,727125	-3,152618317	0	0		
2020-10	Out	CN	BA CN	40.05.0041	BA CN-40.05.0041	210,00	3.418,80	-615,38	-46,26	-213,05	123,1751692	0	0,00	-21,29	0,00	0,00	-187,24	-1.126,40	-267,53	-27,95	-284,6988874	-108,078309	0	-80,54885416	-216,1501194	-0,486489348	0	0		
2020-10	Out	CN	BA CN	40.05.0061	BA CN-40.05.0061	840,00	12.631,90	-884,23	-193,87	-892,83	505,27	0	0,00	-248,54	0,00	0,00	-831,76	-4.961,91	-1.227,21	-111,79	-1114,384625	-432,3132358	0	-297,6146809	-798,6389065	-1,7974976	0	0		
2020-10	Out	CN	BA CN	40.05.1100	BA CN-40.05.1100	2.475,20	37.700,33	-3439,86	-565,33	-2603,78	1479,080096	0	0,00	-643,87	0,00	-2.263,75	-2.401,75	-14.181,00	-3.427,88	-329,40	-3653,012144	-1273,883002	0	-888,2410153	-2383,564652	-5,364691985	0	0		
